genome_id	assembly_id	phylum	class	domain	order	family	genus	species	GTDB_version	completeness	contamination	genome_size	genome_gc	genome_n50	contigs	Release	coding_density
EHM014414	EHA00339	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	98.27	0.082	3880243	0.461	68927	91		NA
EHM014415	EHA00365	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__Scatacola_A	s__	2.3.0	73.7	3.225	1151060	0.432	3130	390		NA
EHM014416	EHA00365	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	92.83	1.666	3930821	0.514	11822	523		NA
EHM014417	EHA00365	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.96	0	2006916	0.382	193135	24		NA
EHM014418	EHA00365	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RUG11792	f__	g__	s__	2.3.0	90.32	0	1060512	0.374	62600	42		NA
EHM014419	EHA00365	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	56.89	1.724	2889445	0.484	19512	218		NA
EHM014420	EHA00365	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	90.8	0.082	3714732	0.462	68306	85		NA
EHM014421	EHA00365	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	96.15	0.608	3919918	0.428	38842	166		NA
EHM014422	EHA00365	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	2.3.0	97.1	0.853	3447061	0.422	195317	30		NA
EHM014423	EHA00365	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Opitutales	f__LL51	g__	s__	2.3.0	78.79	0	889952	0.533	185167	10		NA
EHM014424	EHA00365	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatousia	s__	2.3.0	86.83	0	1897241	0.357	13262	220		NA
EHM014425	EHA00365	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Lawsonia	s__	2.3.0	92.01	0	1748662	0.331	508273	8		NA
EHM014426	EHA00365	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	67.26	1.363	3480754	0.408	46380	126		NA
EHM014427	EHA00365	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__	g__	s__	2.3.0	71.16	0.832	1764080	0.454	4468	465		NA
EHM014428	EHA00366	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__UBA3830	g__	s__	2.3.0	91.1	2.197	1022801	0.316	115926	15		NA
EHM014429	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	61.2	0	3127817	0.475	7760	477		NA
EHM014430	EHA00366	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA1242	g__Caccovivens	s__	2.3.0	64.36	0.671	1043517	0.365	15347	112		NA
EHM014431	EHA00366	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__	g__	s__	2.3.0	83.66	0.052	1767930	0.456	4833	429		NA
EHM014432	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides_B	s__	2.3.0	52.72	1.826	1884209	0.464	2662	725		NA
EHM014433	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	82.73	1.282	3723819	0.476	5873	801		NA
EHM014434	EHA00366	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_J	s__	2.3.0	99.58	0	1748949	0.357	81029	50		NA
EHM014435	EHA00366	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	2.3.0	92.47	0.671	2591384	0.583	12057	300		NA
EHM014436	EHA00366	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	98.27	0.369	3796270	0.462	72062	82		NA
EHM014437	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	67.24	0	3879032	0.487	44611	144		NA
EHM014438	EHA00366	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	2.3.0	98.92	0	1969813	0.39	55061	53		NA
EHM014439	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	67.21	1.612	2502152	0.457	3511	779		NA
EHM014440	EHA00366	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	2.3.0	91.36	2.964	3129164	0.36	9465	449		NA
EHM014441	EHA00366	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	95.4	0.574	4618563	0.414	56558	121		NA
EHM014442	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__	s__	2.3.0	51.97	6.504	1705485	0.419	4753	429		NA
EHM014443	EHA00366	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Lawsonia	s__	2.3.0	92.01	0	1766569	0.332	569893	9		NA
EHM014444	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	68.27	1.724	4192388	0.439	34921	161		NA
EHM014445	EHA00366	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	96.37	0	1975446	0.378	247988	14		NA
EHM014446	EHA00366	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasmoides	s__	2.3.0	100	0.187	949076	0.268	236399	9		NA
EHM014447	EHA00366	p__Fusobacteriota	c__Fusobacteriia	d__Bacteria	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans_A	2.3.0	94.38	1.797	2847277	0.299	7734	501		NA
EHM014448	EHA00366	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatousia	s__	2.3.0	60.21	1.804	1167733	0.36	3009	401		NA
EHM014449	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	84.48	2.586	4542270	0.412	56584	139		NA
EHM014450	EHA00366	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RUG11792	f__	g__	s__	2.3.0	83.49	0	840132	0.377	5715	187		NA
EHM014451	EHA00366	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	51.64	5.799	4222963	0.426	31508	214		NA
EHM014452	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	2.3.0	65.21	1.886	3147171	0.367	4462	817		NA
EHM014453	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Coprobacillaceae	g__Coprobacillus	s__	2.3.0	79.31	0.471	2828903	0.303	15580	262		NA
EHM014454	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	2.3.0	94.2	1.886	3861128	0.386	14858	396		NA
EHM014455	EHA00367	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__	2.3.0	99.38	1.497	2259876	0.43	83370	48		NA
EHM014456	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Pumilibacteraceae	g__	s__	2.3.0	91.93	0.403	2431148	0.547	13332	263		NA
EHM014457	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	97.55	0.185	3741532	0.47	55986	121		NA
EHM014458	EHA00367	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RUG11792	f__	g__	s__	2.3.0	90.32	0.161	1019710	0.374	35405	59		NA
EHM014459	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	93.28	0.769	4980796	0.43	42244	183		NA
EHM014460	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	98.79	0.32	3593532	0.578	40289	172		NA
EHM014461	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	2.3.0	68.3	0	2089643	0.423	3939	586		NA
EHM014462	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	97.7	1.231	4068495	0.46	92579	66		NA
EHM014463	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium_AQ	s__	2.3.0	99.05	0.943	4266669	0.397	79489	77		NA
EHM014464	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus	s__Fructobacillus tropaeoli	2.3.0	53.32	1.897	909098	0.443	2787	341		NA
EHM014465	EHA00367	p__Actinomycetota	c__Coriobacteriia	d__Bacteria	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	s__	2.3.0	80.12	1.612	2733428	0.617	7291	499		NA
EHM014466	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	98.38	1.075	3616367	0.451	154000	34		NA
EHM014467	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JALFVM01	s__	2.3.0	95.56	1.16	4557517	0.43	74497	95		NA
EHM014468	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__	2.3.0	97.89	2.689	4685138	0.497	40648	185		NA
EHM014469	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	57.75	6.896	4027496	0.429	57157	123		NA
EHM014470	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__	2.3.0	77.89	9.291	4432598	0.431	6871	792		NA
EHM014471	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	2.3.0	99.05	5.66	3467028	0.359	46863	116		NA
EHM014472	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	2.3.0	98.1	0.632	4011043	0.485	126276	61		NA
EHM014473	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__	2.3.0	95.41	0.632	4156031	0.451	41687	179		NA
EHM014474	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	94.25	0.833	4728342	0.455	38558	198		NA
EHM014475	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__	2.3.0	92.27	4.641	4758993	0.473	19638	336		NA
EHM014476	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	2.3.0	58.74	9.556	3424807	0.488	18728	260		NA
EHM014477	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_A	s__Enterococcus_A malodoratus	2.3.0	99.31	4.525	4292834	0.401	74008	88		NA
EHM014478	EHA00367	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__UBA3830	g__	s__	2.3.0	66.35	0.649	876412	0.316	3567	261		NA
EHM014479	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	50.54	7.899	2090108	0.455	116831	39		NA
EHM014480	EHA00367	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	61.2	0	3244900	0.459	16347	254		NA
EHM014481	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	97.98	1.037	4646580	0.317	20077	325		NA
EHM014482	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	2.3.0	95.41	0.966	3618990	0.423	105431	55		NA
EHM014483	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	2.3.0	97.31	0.671	3839138	0.529	72109	96		NA
EHM014484	EHA00367	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	96.59	0	2808376	0.58	61564	71		NA
EHM014485	EHA00367	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1251	s__	2.3.0	97.07	0.877	4182748	0.426	61629	104		NA
EHM014486	EHA00367	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__C-19	s__	2.3.0	86.04	2.122	3197890	0.366	10582	425		NA
EHM014487	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	99.51	0.854	2424776	0.543	199228	22		NA
EHM014488	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lachnotalea	s__	2.3.0	97.46	1.265	3792069	0.366	47135	127		NA
EHM014489	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__TANB77	f__CAG-508	g__Merdicola	s__	2.3.0	80.35	1.901	1762736	0.3	9328	249		NA
EHM014490	EHA00368	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Selenomonadales	f__Massilibacillaceae	g__	s__	2.3.0	72.54	3.981	2637210	0.44	4943	619		NA
EHM014491	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	51.5	0	2153393	0.456	2951	759		NA
EHM014492	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	57.75	3.448	3867225	0.428	3279	1267		NA
EHM014493	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	2.3.0	95.57	1.698	2962438	0.521	25961	168		NA
EHM014494	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__	g__	s__	2.3.0	98.65	1.372	3641863	0.287	71320	108		NA
EHM014495	EHA00368	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__	s__	2.3.0	94.6	0.69	3604095	0.582	20535	306		NA
EHM014496	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	59.21	7.12	2589085	0.459	7746	377		NA
EHM014497	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	62.64	1.724	3728981	0.49	38949	156		NA
EHM014498	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	2.3.0	53.42	0	1514891	0.506	2731	553		NA
EHM014499	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	61.69	7.795	2781740	0.427	36179	137		NA
EHM014500	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	69.31	1.724	3823354	0.439	10649	446		NA
EHM014501	EHA00368	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	94.37	0	3460442	0.513	51494	114		NA
EHM014502	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAHHTM01	s__	2.3.0	50.03	8.923	4368284	0.429	2385	1824		NA
EHM014503	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	2.3.0	81.64	0	3200743	0.581	23780	226		NA
EHM014504	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	97.12	0.082	3952246	0.461	90338	75		NA
EHM014505	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	95.19	0.894	4630206	0.318	21964	293		NA
EHM014506	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	2.3.0	54.52	1.027	1554861	0.557	2963	546		NA
EHM014507	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC165282	s__	2.3.0	96.49	0.126	4211551	0.496	16450	379		NA
EHM014508	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	2.3.0	97.98	1.23	3657338	0.42	67050	114		NA
EHM014509	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	66.37	3.448	4264523	0.404	33377	189		NA
EHM014510	EHA00368	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Lawsonia	s__	2.3.0	61.91	1.183	1116477	0.336	3119	385		NA
EHM014511	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC136627	s__	2.3.0	99.05	1.898	4039723	0.333	107314	59		NA
EHM014512	EHA00368	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RUG11792	f__	g__	s__	2.3.0	90.32	0	1041924	0.374	122921	38		NA
EHM014513	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	98.16	7.375	4560908	0.427	72793	114		NA
EHM014514	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Velocimicrobium	s__	2.3.0	97.98	0.223	4498038	0.408	50342	147		NA
EHM014515	EHA00368	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	67	1.02	1979963	0.577	3403	627		NA
EHM014516	EHA00368	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Limenecus	s__	2.3.0	87.6	0.854	2107083	0.367	13282	221		NA
EHM014517	EHA00368	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__	g__	s__	2.3.0	93.3	0	965153	0.398	40035	45		NA
EHM014518	EHA00368	p__Fusobacteriota	c__Fusobacteriia	d__Bacteria	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans_A	2.3.0	100	2.247	3232640	0.299	28341	184		NA
EHM014519	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.96	0	2123635	0.382	305381	27		NA
EHM014520	EHA00368	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	2.3.0	97.84	0	2000441	0.391	67356	43		NA
EHM014521	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	98.1	0.78	4189800	0.51	33158	244		NA
EHM014522	EHA00368	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasmoides	s__	2.3.0	62.22	1.378	596962	0.276	2766	225		NA
EHM014523	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__	2.3.0	51.74	0	1572166	0.513	12220	173		NA
EHM014524	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	2.3.0	71.75	6.645	3794418	0.5	9679	492		NA
EHM014525	EHA00368	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Selenomonadales	f__	g__	s__	2.3.0	99.36	0.843	3282461	0.506	41779	125		NA
EHM014526	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	68.96	1.724	4263929	0.433	37272	194		NA
EHM014527	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	59.26	7.241	5011359	0.441	26670	271		NA
EHM014528	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__	2.3.0	77.84	6.329	3362949	0.46	25491	185		NA
EHM014529	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	2.3.0	95.3	0	3527019	0.375	13396	369		NA
EHM014530	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	2.3.0	93.67	0.766	3922714	0.494	47547	110		NA
EHM014531	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	74.63	1.538	4129616	0.432	30722	206		NA
EHM014532	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	2.3.0	97.17	1.464	4191694	0.533	34966	221		NA
EHM014533	EHA00368	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Pumilibacteraceae	g__	s__	2.3.0	88.14	0	2242523	0.509	9253	323		NA
EHM014534	EHA00368	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_J	s__	2.3.0	99.58	0.352	1817113	0.356	121999	38		NA
EHM014535	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	90.69	4.024	4439734	0.481	112806	70		NA
EHM014536	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	2.3.0	95.69	0	2634828	0.558	37848	112		NA
EHM014537	EHA00368	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	62.06	6.896	4160096	0.476	27854	254		NA
EHM014538	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lachnotalea	s__	2.3.0	64.95	0.316	2610244	0.368	3615	806		NA
EHM014539	EHA00369	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	2.3.0	99.2	1.435	2905817	0.554	31745	165		NA
EHM014540	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	2.3.0	98.65	0.894	3462298	0.422	181035	50		NA
EHM014541	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Harryflintia	s__	2.3.0	62.3	1.405	2230329	0.55	4751	537		NA
EHM014542	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC140009	s__	2.3.0	94.74	2.013	4798441	0.384	76125	124		NA
EHM014543	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	2.3.0	69.05	1.51	1798057	0.524	4053	485		NA
EHM014544	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	2.3.0	84.89	0.671	2977932	0.525	56385	94		NA
EHM014545	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	2.3.0	58.03	7.829	1688574	0.376	2610	647		NA
EHM014546	EHA00369	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RUG11792	f__RUG11792	g__	s__	2.3.0	94.5	0.099	1051513	0.362	36469	52		NA
EHM014547	EHA00369	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	68.47	1.457	2437947	0.514	3106	825		NA
EHM014548	EHA00369	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__UBA3830	g__	s__	2.3.0	92.2	0	1075606	0.314	57964	25		NA
EHM014549	EHA00369	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Anaerotignaceae	g__	s__	2.3.0	62.33	1.23	1793990	0.485	3564	555		NA
